gauge,drought,record_length,station_name,state,lat,lon,catchment_area_sq_km,prop_forested,climate_type,major_climate_type
603190,FALSE,59,Yate Flat Creek at Woonanup (603190),WA,-34.7038,117.2921,57.8,0.94146,Csb,Temperate (C)
604001,FALSE,42,Kent River at Rocky Glen (604001),WA,-34.6227,117.0353,1117.5,0.53016,Csb,Temperate (C)
604053,FALSE,63,Kent River at Styx Junction (604053),WA,-34.889167,117.087222,1841.4,0.7108,Csb,Temperate (C)
605012,FALSE,63,Frankland R River at Mount Frankland (605012),WA,-34.9062,116.7885,4733,0.37778,Csb,Temperate (C)
606001,FALSE,46,Deep River at Teds Pool (606001),WA,-34.764167,116.615278,473.7,0.99825,Csb,Temperate (C)
606002,FALSE,39,Weld River at Wattle Block (606002),WA,-34.696667,116.513889,60.5,0.99851,Csb,Temperate (C)
606185,FALSE,39,Shannon River at Dog Pool (606185),WA,-34.7648,116.3773,379.4,0.99651,Csb,Temperate (C)
606195,FALSE,57,Weld River at Ordnance Rd Crossing (606195),WA,-34.8069,116.5752,245.8,0.9911,Csb,Temperate (C)
607003,FALSE,51,Warren River at Wheatley Farm (607003),WA,-34.3694,116.2777,2986.7,0.74418,Csb,Temperate (C)
607004,FALSE,47,Perup River at Quabicup Hill (607004),WA,-34.3311,116.4585,665.1,0.96054,Csb,Temperate (C)
607007,FALSE,40,Tone River at Bullilup (607007),WA,-34.2503,116.679,977.7,0.44955,Csb,Temperate (C)
607013,FALSE,42,Lefroy Brook River at Rainbow Trail (607013),WA,-34.4275,116.016,248,0.80838,Csb,Temperate (C)
607144,FALSE,60,Wilgarup River at Quintarrup (607144),WA,-34.3486,116.3475,472,0.82439,Csb,Temperate (C)
607155,FALSE,43,Dombakup Brook at Malimup Track (607155),WA,-34.578611,115.972222,124.9,0.93581,Csb,Temperate (C)
607220,FALSE,55,Warren River at Barker Rd Crossing (607220),WA,-34.5217,115.8994,3936.3,0.78195,Csb,Temperate (C)
608002,FALSE,46,Carey Brook at Staircase Road (608002),WA,-34.392778,115.842222,44.5,1.00001,Csb,Temperate (C)
608151,FALSE,63,Donnelly River at Strickland (608151),WA,-34.3272,115.7846,770.4,0.8285,Csb,Temperate (C)
609002,FALSE,52,Scott River at Brennans Ford (609002),WA,-34.2761,115.3022,593.8,0.81607,Csb,Temperate (C)
609005,FALSE,43,Balgarup River at Mandelup Pool (609005),WA,-33.9075,117.1422,84.1,0.17309,Csb,Temperate (C)
609010,FALSE,43,Northern Arthur River at Lake Toolibin Inflow (609010),WA,-32.9048,117.614,439.8,0.10111,Csa,Temperate (C)
609018,FALSE,38,St John Brook River at Barrabup Pool (609018),WA,-33.9435,115.6914,550.3,0.96255,Csb,Temperate (C)
610001,FALSE,51,Margaret River at Willmots Farm (610001),WA,-33.9422,115.0549,442.7,0.79966,Csb,Temperate (C)
610008,FALSE,30,Margaret River North at Whicher Range (610008),WA,-33.806667,115.443611,15.7,0.99974,Csb,Temperate (C)
611004,FALSE,41,Preston River at Boyanup Bridge (611004),WA,-33.479,115.734,807.4,0.67997,Csa,Temperate (C)
611111,FALSE,63,Thomson Brook River at Woodperry Homestead (611111),WA,-33.6284,115.9476,102,0.76734,Csb,Temperate (C)
612001,FALSE,53,Collie R East River at Coolangatta Farm (612001),WA,-33.3303,116.2632,1342.1,0.8414,Csb,Temperate (C)
612014,FALSE,47,Bingham River at Palmer (612014),WA,-33.2776,116.2756,366.1,0.99389,Csb,Temperate (C)
612025,FALSE,39,Camballan Creek at James Well (612025),WA,-33.4557,116.4258,167.6,0.79975,Csb,Temperate (C)
612034,FALSE,59,Collie River at South Branch (612034),WA,-33.387,116.1634,668,0.81412,Csb,Temperate (C)
612230,FALSE,54,Collie R East Trib River at James Crossing (612230),WA,-33.3814,116.5811,167.2,0.50722,Csa,Temperate (C)
613002,FALSE,51,Harvey River at Dingo Road (613002),WA,-33.085833,116.038889,147.2,0.99712,Csb,Temperate (C)
613146,FALSE,60,Clarke Brook at Hillview Farm (613146),WA,-32.997778,115.921944,16.9,0.89096,Csa,Temperate (C)
614006,FALSE,46,Murray River at Baden Powell Wtr Spout (614006),WA,-32.7722,116.0843,6750.1,0.42,Csa,Temperate (C)
614037,FALSE,38,Big Brook River at O'Neil Rd (614037),WA,-32.5113,116.1902,150.2,0.96102,Csa,Temperate (C)
614044,FALSE,56,Yarragil Brook at Yarragil Formation (614044),WA,-32.811111,116.155556,73.3,0.99989,Csa,Temperate (C)
614196,FALSE,48,Williams River at Saddleback Rd Bridge (614196),WA,-32.9934,116.4278,1407.4,0.2465,Csa,Temperate (C)
614224,FALSE,55,Hotham River at Marradong Rd Bridge (614224),WA,-32.8656,116.3981,3961.1,0.32875,Csa,Temperate (C)
616001,FALSE,49,Wooroloo Brook River at Karls Ranch (616001),WA,-31.7337,116.1164,519,0.67498,Csa,Temperate (C)
616002,FALSE,49,Darkin River at Pine Plantation (616002),WA,-32.068333,116.2925,669.3,0.97911,Csa,Temperate (C)
616006,FALSE,41,BroCreekman River at Tanamerah (616006),WA,-31.3442,116.0916,964.2,0.5022,Csa,Temperate (C)
616013,TRUE,42,Helena River  at Ngangaguringuring (616013),WA,-31.939722,116.403611,327.9,0.95658,Csa,Temperate (C)
616019,FALSE,45,BroCreekman River at Yalliawirra (616019),WA,-31.6744,116.1178,1525.2,0.56135,Csa,Temperate (C)
616041,FALSE,40,Wungong Brook River at Vardi Rd (616041),WA,-32.2479,116.1124,81.2,0.98158,Csa,Temperate (C)
616065,FALSE,30,Canning River at Glen Eagle (616065),WA,-32.2275,116.171944,520.9,0.99671,Csa,Temperate (C)
616178,FALSE,49,Jane Brook River at National Park (616178),WA,-31.884,116.0948,73,0.91826,Csa,Temperate (C)
616216,TRUE,54,Helena River at Poison Lease (616216),WA,-31.9731,116.2903,593.9,0.96498,Csa,Temperate (C)
617002,TRUE,50,Hill River at Hill R Springs (617002),WA,-30.2771,115.3666,915,0.40066,Csa,Temperate (C)
617003,FALSE,48,Gingin Brook River at Bookine Bookine (617003),WA,-31.3194,115.627,1404.1,0.59308,Csa,Temperate (C)
701002,TRUE,51,Greenough River at Karlanew Peak (701002),WA,-28.8242,114.8455,11608.3,0.01186,Csa,Temperate (C)
701007,TRUE,45,Chapman River at Utakarra (701007),WA,-28.7629,114.6688,1931.6,0.02433,Csa,Temperate (C)
701009,TRUE,38,Irwin River at Mountain Bridge (701009),WA,-29.238,115.0351,5254,0.03503,Csa,Temperate (C)
704139,TRUE,63,Gascoyne River at Nine Mile Bridge (704139),WA,-24.8276,113.7691,72876.7,0.00167,BWh,Dry (B)
704193,TRUE,57,Gascoyne River at Fishy Pool (704193),WA,-24.9497,114.6442,71234.8,0.00161,BWh,Dry (B)
705001,TRUE,46,Minilya River at Minilya Bridge (705001),WA,-23.8163,114.0103,4642.6,0.00317,BWh,Dry (B)
707002,FALSE,49,Robe River at Yarraloola (707002),WA,-21.6162,115.9225,7258.1,0.00846,BSh,Dry (B)
707005,TRUE,35,Cane River at Toolunga (707005),WA,-22.0226,115.5945,2329.7,0.00716,BSh,Dry (B)
708011,TRUE,41,Fortescue River at Newman (708011),WA,-23.4014,119.7943,2878.9,0.00183,BWh,Dry (B)
709010,FALSE,36,Turner River at Pincunah (709010),WA,-21.2305,118.8338,885.2,0.00233,BWh,Dry (B)
710003,FALSE,44,De Grey River at Coolenar Pool (710003),WA,-20.3114,119.249,53384.3,0.00715,BWh,Dry (B)
710229,TRUE,48,Shaw River at North Pole Mine (710229),WA,-21.0943,119.3173,6502,0.00355,BWh,Dry (B)
802055,TRUE,40,Fitzroy River at Fitzroy Crossing (802055),WA,-18.2963,125.5263,46401.6,0.18258,BSh,Dry (B)
804001,FALSE,34,Isdell River at Dales Yard (804001),WA,-17.008889,125.4275,1834.8,0.43408,BSh,Dry (B)
809310,FALSE,46,Ord River at Bedford Downs (809310),WA,-17.425833,127.600556,547.8,0.28869,BSh,Dry (B)
809315,FALSE,49,Negri River at Mistake Ck Homestead (809315),NT,-17.1775,129.0925,7464.2,0.33361,BSh,Dry (B)
809316,TRUE,45,Ord River at Old Ord Homestead (809316),WA,-17.3738,128.8537,19409.4,0.14347,BSh,Dry (B)
809321,TRUE,44,Dunham River at Dunham Gorge (809321),WA,-16.1863,128.3,1635.7,0.28321,BSh,Dry (B)
809322,TRUE,43,Wilson River at Odonnell Range (809322),WA,-16.6475,128.0925,2527.4,0.33601,BSh,Dry (B)
912101A,TRUE,43,Gregory River at Gregory Downs (912101A),QLD,-18.643611,139.253056,12577.3,0.26104,BSh,Dry (B)
912105A,TRUE,35,Gregory River at Riversleigh No. 2 (912105A),QLD,-18.970833,138.803333,11392.9,0.23359,BSh,Dry (B)
915011A,TRUE,30,Porcupine Creek at Mt Emu Plains (915011A),QLD,-20.1775,144.524444,565.3,0.46227,BSh,Dry (B)
915206A,TRUE,47,Dugald River at Railway Crossing (915206A),QLD,-20.2013,140.2233,657.4,0.28622,BSh,Dry (B)
917107A,FALSE,48,Elizabeth Creek at Mount Surprise (917107A),QLD,-18.133611,144.306667,458.3,0.72983,Aw,Tropical (A)
919003A,TRUE,46,Mitchell River at O.K. Bridge (919003A),QLD,-16.471389,144.290556,7731.7,0.73181,Aw,Tropical (A)
919005A,FALSE,48,Rifle Creek at Fonthill (919005A),QLD,-16.6788,145.2267,366.7,0.8434,Aw,Tropical (A)
919201A,TRUE,47,Palmer River at Goldfields (919201A),QLD,-16.108056,144.778611,531.7,0.98042,Aw,Tropical (A)
919309A,TRUE,44,Walsh River at Trimbles Crossing (919309A),QLD,-16.545278,143.784722,8656.4,0.76688,Aw,Tropical (A)
925001A,TRUE,54,Wenlock river at Moreton (925001A),QLD,-12.454444,142.637778,3302.1,0.90058,Aw,Tropical (A)
926002A,FALSE,46,Dulhunty River at Dougs Pad (926002A),QLD,-11.831667,142.42,330.2,0.98678,Aw,Tropical (A)
A0020101,TRUE,50,Diamantina River at Birdsville (A0020101),QLD,-25.9088,139.3667,118974.1,0.00709,BWh,Dry (B)
A0030501,TRUE,48,Cooper Creek at Cullyamurra Water Hole (A0030501),SA,-27.7013,140.8433,233250.3,0.12429,BWh,Dry (B)
A2390519,FALSE,48,Mosquito Creek at Struan (A2390519),SA,-37.0938,140.776,1549,0.14247,Csb,Temperate (C)
A2390523,FALSE,39,Stony Creek at Woakwine Range (A2390523),SA,-37.7034,140.3622,485.4,0.37573,Csb,Temperate (C)
A2390531,FALSE,44,Morambro Creek at Bordertown-Naracoorte Road Bridge (A2390531),SA,-36.689167,140.661111,404.9,0.10564,Csb,Temperate (C)
A4260533,FALSE,38,Bremer River at near Hartley (A4260533),SA,-35.2087,139.0063,473.5,0.03883,BSk,Dry (B)
A5030502,FALSE,50,Scott Creek at Scott Bottom (A5030502),SA,-35.099167,138.673889,26.8,0.97794,Csb,Temperate (C)
A5040523,FALSE,38,Sixth Creek at Castambul (A5040523),SA,-34.873056,138.754444,43.5,0.94207,Csb,Temperate (C)
A5050517,FALSE,37,North Para River at Penrice (A5050517),SA,-34.463333,139.058333,116.3,0.04179,BSk,Dry (B)
A5060500,FALSE,45,Wakefield River at Near Rhynie (A5060500),SA,-34.13,138.63,492.6,0.08385,BSk,Dry (B)
A5070500,FALSE,48,Hill River at near Andrews (A5070500),SA,-33.61,138.63,237,0.01412,BSk,Dry (B)
A5070503,FALSE,36,Broughton River at Mooroola (A5070503),SA,-33.5331,138.5181,2538,0.03041,BSk,Dry (B)
A5090503,FALSE,40,Kanyaka Creek at Old Kanyaka Ruins (A5090503),SA,-32.09,138.29,186.7,0.11546,BSk,Dry (B)
A5130501,FALSE,45,Rocky River upstream Gorge Falls (A5130501),SA,-35.955,136.697778,190.5,0.95977,Csb,Temperate (C)
G0010005,TRUE,33,Ranken River at Soudan Homestead (G0010005),NT,-20.045278,137.020833,6639.9,0.00958,BWh,Dry (B)
G0050115,FALSE,45,Hugh River at South Road Crossing (G0050115),NT,-24.351667,133.433333,3335.6,0.00329,BWh,Dry (B)
G0060005,FALSE,36,Trephina Creek at Trephina Gorge (G0060005),NT,-23.533611,134.380556,436.3,0.00508,BWh,Dry (B)
G8110004,TRUE,38,East Baines River at VIC Highway (G8110004),NT,-15.766944,130.033611,2443.2,0.66391,BSh,Dry (B)
G8140001,TRUE,46,Katherine River at Railway Bridge (G8140001),NT,-14.463333,132.256944,8248.4,0.82111,Aw,Tropical (A)
G8140008,TRUE,36,Fergusson River at Old Railway Br (G8140008),NT,-14.0712,131.9762,1737.5,0.61788,Aw,Tropical (A)
G8140011,TRUE,31,Dry River at Manbulloo Boundary (G8140011),NT,-15.0841,132.4109,4794.5,0.86642,Aw,Tropical (A)
G8140040,TRUE,43,Daly River at Mount Nancar (G8140040),NT,-13.8308,130.7358,47745.4,0.80254,Aw,Tropical (A)
G8140063,TRUE,53,Douglas River at D/S Old Douglas H/S (G8140063),NT,-13.798,131.3396,842.1,0.84791,Aw,Tropical (A)
G8140067,TRUE,42,Daly River at U/S Dorisvale Crossing (G8140067),NT,-14.3633,131.5737,33280,0.7901,Aw,Tropical (A)
G8150010,TRUE,42,Finniss River at Batchelor Damsite (G8150010),NT,-13.025,130.9512,367.6,0.78856,Aw,Tropical (A)
G8150098,TRUE,45,BlaCreekmore River at Tumbling Waters (G8150098),NT,-12.7813,130.9413,159.3,0.67026,Aw,Tropical (A)
G8150180,TRUE,44,Finniss River at Gitchams (G8150180),NT,-12.9696,130.7621,1044.2,0.77065,Aw,Tropical (A)
G8170002,TRUE,40,Adelaide River at Railway Bridge (G8170002),NT,-13.240556,131.108333,643.5,0.6165,Aw,Tropical (A)
G9070142,TRUE,31,McArthur River Upstream of Bailey's Grave (G9070142),NT,-16.778056,135.760556,4015.5,0.55346,BSh,Dry (B)
