gauge,model,parameter,exit_message,acceptance_rate,gelman_statistic,best_coefficients
222202,streamflow_model_drought_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.11493940566936632,1.0727143064694886,0.4951229256818074
222202,streamflow_model_drought_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.11493940566936632,1.0206462962929417,0.2971638480320422
222202,streamflow_model_drought_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.11493940566936632,1.0190134306892396,-304.6385197697248
222202,streamflow_model_drought_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.11493940566936632,1.036207805267952,0.01182645886345532
222202,streamflow_model_drought_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.11493940566936632,1.0122140486203568,53.32254094583565
224201,streamflow_model_precip_auto,a0,Convergence criteria reached,0.18432761587267443,1.0207181680114974,-208.11224413398983
224201,streamflow_model_precip_auto,a1,Convergence criteria reached,0.18432761587267443,1.008001482665183,0.41945184001671015
224201,streamflow_model_precip_auto,a2,Convergence criteria reached,0.18432761587267443,1.0051030424330276,0.4571381896630442
224201,streamflow_model_precip_auto,b,Convergence criteria reached,0.18432761587267443,1.0029313568482578,0.2550547257399767
224201,streamflow_model_precip_auto,sd,Convergence criteria reached,0.18432761587267443,1.0285869838169972,100.7855565907335
227225,streamflow_model_drought_precip_auto,a0_d,Convergence criteria reached,0.124549636731777,1.0570412341915965,-873.2639092791383
227225,streamflow_model_drought_precip_auto,a0_n,Convergence criteria reached,0.124549636731777,1.0614745990419645,-802.6589528572563
227225,streamflow_model_drought_precip_auto,a1,Convergence criteria reached,0.124549636731777,1.0468886843396763,0.974439303284849
227225,streamflow_model_drought_precip_auto,a2,Convergence criteria reached,0.124549636731777,1.015499303112631,0.28482513785986807
227225,streamflow_model_drought_precip_auto,b,Convergence criteria reached,0.124549636731777,1.021286619486386,0.00746594209575719
227225,streamflow_model_drought_precip_auto,sd,Convergence criteria reached,0.124549636731777,1.0140738798738844,119.10512952333062
108003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a0,Convergence criteria reached,0.09189937732164966,1.0314909871973956,-734.036166189554
108003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a1,Convergence criteria reached,0.09189937732164966,1.0216589883201086,1.131712034293359
108003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a3_intercept,Convergence criteria reached,0.09189937732164966,1.0119677284232549,-649.3370286909451
108003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a4,Convergence criteria reached,0.09189937732164966,1.0107033781330492,-823.3498461593681
108003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a5,Convergence criteria reached,0.09189937732164966,1.0393660465662613,117.74274597567008
108003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,b,Convergence criteria reached,0.09189937732164966,1.0124274539192468,0.01160413246648962
108003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,sd,Convergence criteria reached,0.09189937732164966,1.0084956985429734,167.8414781686761
116012A,streamflow_model_slope_shifted_CO2_seasonal_ratio,a0,Convergence criteria reached,0.11076907048737894,1.0247621983743855,-579.293829860213
116012A,streamflow_model_slope_shifted_CO2_seasonal_ratio,a1,Convergence criteria reached,0.11076907048737894,1.0256481205234955,0.7837739086405909
116012A,streamflow_model_slope_shifted_CO2_seasonal_ratio,a3_slope,Convergence criteria reached,0.11076907048737894,1.04790429685546,0.01486129273898617
116012A,streamflow_model_slope_shifted_CO2_seasonal_ratio,a4,Convergence criteria reached,0.11076907048737894,1.01636753091259,794.687067972488
116012A,streamflow_model_slope_shifted_CO2_seasonal_ratio,a5,Convergence criteria reached,0.11076907048737894,1.075852895843178,97.77690927794605
116012A,streamflow_model_slope_shifted_CO2_seasonal_ratio,b,Convergence criteria reached,0.11076907048737894,1.0101227336582452,0.04804483360941632
116012A,streamflow_model_slope_shifted_CO2_seasonal_ratio,sd,Convergence criteria reached,0.11076907048737894,1.0085417646288344,225.546292998445
117003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a0,Convergence criteria reached,0.13811264292520253,1.0514569710646613,-617.6592692062777
117003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a1,Convergence criteria reached,0.13811264292520253,1.04054131325349,0.9682328880249692
117003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a3_intercept,Convergence criteria reached,0.13811264292520253,1.029065023521013,-12.955938933899745
117003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a4,Convergence criteria reached,0.13811264292520253,1.0225859680428802,747.899912605636
117003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a5,Convergence criteria reached,0.13811264292520253,1.07675364724577,118.0822300461858
117003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,b,Convergence criteria reached,0.13811264292520253,1.02414411768607,0.32163285746681813
117003A,streamflow_model_intercept_shifted_CO2_seasonal_ratio,sd,Convergence criteria reached,0.13811264292520253,1.017733355254362,178.67295603847091
118106A,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.12007509228387714,1.0185299224013669,-332.6977676933475
118106A,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.12007509228387714,1.0137632863331534,0.7686903106527947
118106A,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.12007509228387714,1.013866415524619,0.13317385454892294
118106A,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.12007509228387714,1.0383775147650631,-69.60381033126252
118106A,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.12007509228387714,1.012899588496981,522.8800181798206
118106A,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.12007509228387714,1.0676275179202663,131.6480514962051
118106A,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.12007509228387714,1.015604157424824,0.10111557636822842
118106A,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.12007509228387714,1.008508574474353,137.48221033668784
235205,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.1018062336270541,1.0465405734833175,-612.493420643289
235205,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.1018062336270541,1.0330044703136287,0.9632123201769308
235205,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.1018062336270541,1.0176018384478782,0.10882107960251176
235205,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,Convergence criteria reached,0.1018062336270541,1.0209165044024495,-0.00365003029776989
235205,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.1018062336270541,1.0138781461497677,-244.13057028429284
235205,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.1018062336270541,1.0408945801233254,76.60542102972273
235205,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.1018062336270541,1.0155674396626215,0.02122325612764063
235205,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.1018062336270541,1.011496625900274,82.43930526605698
235210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.0952507342435307,1.0464339422374769,-476.1484478078037
235210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.0952507342435307,1.0348181203113074,0.7338068147520228
235210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.0952507342435307,1.013343808418507,0.17787540387451295
235210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.0952507342435307,1.0342226626460118,-1.088198713668703
235210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.0952507342435307,1.0131439316981818,-646.4860271676189
235210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.0952507342435307,1.0491035385242975,34.93199550363182
235210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.0952507342435307,1.0143681456978968,0.1352897155939553
235210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.0952507342435307,1.008595054467813,51.70289639945946
235211,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.10043685996665874,1.051475570473235,-335.4871308227185
235211,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.10043685996665874,1.0444784750884497,0.4784051572489226
235211,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.10043685996665874,1.014215412755359,0.1675303428712707
235211,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.10043685996665874,1.0287037729326027,4.675057595258858
235211,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.10043685996665874,1.0153675884235884,-293.50140215349813
235211,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.10043685996665874,1.057142310617019,129.39220571541958
235211,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.10043685996665874,1.0357209436769634,0.02524325548230342
235211,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.10043685996665874,1.009009653806491,17.68154779664859
235219,streamflow_model_slope_shifted_CO2,a0,Convergence criteria reached,0.0938988804192472,1.0809178558627144,-644.9993199647665
235219,streamflow_model_slope_shifted_CO2,a1,Convergence criteria reached,0.0938988804192472,1.067311185670147,0.975854719268762
235219,streamflow_model_slope_shifted_CO2,a3_slope,Convergence criteria reached,0.0938988804192472,1.0319752598485514,-0.00226954086392248
235219,streamflow_model_slope_shifted_CO2,a5,Convergence criteria reached,0.0938988804192472,1.0592200032991994,69.07913606094876
235219,streamflow_model_slope_shifted_CO2,b,Convergence criteria reached,0.0938988804192472,1.039767971612315,0.17909776432148086
235219,streamflow_model_slope_shifted_CO2,sd,Convergence criteria reached,0.0938988804192472,1.0168619198149604,79.77143650333099
235233,streamflow_model_slope_shifted_CO2_seasonal_ratio,a0,Convergence criteria reached,0.09636929707591202,1.0230775258140552,-731.3563562573163
235233,streamflow_model_slope_shifted_CO2_seasonal_ratio,a1,Convergence criteria reached,0.09636929707591202,1.024365473896228,0.8803995743085301
235233,streamflow_model_slope_shifted_CO2_seasonal_ratio,a3_slope,Convergence criteria reached,0.09636929707591202,1.0430598155833837,0.03438747777011144
235233,streamflow_model_slope_shifted_CO2_seasonal_ratio,a4,Convergence criteria reached,0.09636929707591202,1.0222748797913122,621.7623981764518
235233,streamflow_model_slope_shifted_CO2_seasonal_ratio,a5,Convergence criteria reached,0.09636929707591202,1.0866395361369603,126.62745634071868
235233,streamflow_model_slope_shifted_CO2_seasonal_ratio,b,Convergence criteria reached,0.09636929707591202,1.0084732944065744,0.01031958716604876
235233,streamflow_model_slope_shifted_CO2_seasonal_ratio,sd,Convergence criteria reached,0.09636929707591202,1.004757997373712,86.27711028634357
235234,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.08550202477370172,1.068374938532541,-202.87919436862768
235234,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.08550202477370172,1.0473585069082192,0.3570149930347918
235234,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.08550202477370172,1.0374803063664186,0.24158096871302637
235234,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.08550202477370172,1.037354116558528,-0.5523757660044509
235234,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.08550202477370172,1.0140374437980544,-394.9216135885279
235234,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.08550202477370172,1.046648256943985,1.1220000690145058
235234,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.08550202477370172,1.0337982020229108,0.02366782435899656
235234,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.08550202477370172,1.0139682904447396,17.960835192519976
235237,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.09284948797332691,1.03873230636131,-451.8298381297462
235237,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.09284948797332691,1.0370644969185474,0.6382646098692513
235237,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.09284948797332691,1.02053998887699,0.1998697023502105
235237,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,Convergence criteria reached,0.09284948797332691,1.0316470025752025,0.00144889876433009
235237,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.09284948797332691,1.0165689741115782,-355.40524323961773
235237,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.09284948797332691,1.0818481217455935,103.44946138620598
235237,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.09284948797332691,1.0200837054209269,0.03892611366523344
235237,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.09284948797332691,1.0116462233193848,23.931381496366644
236203,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.10940849809433062,1.0393919398952645,-173.4945189093607
236203,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.10940849809433062,1.0336706248842802,0.3027414914384138
236203,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.10940849809433062,1.0262213549029138,0.20555175947800852
236203,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.10940849809433062,1.027977361567188,-0.32005361202813876
236203,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.10940849809433062,1.026434636618725,-129.21335776697407
236203,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.10940849809433062,1.0503275868708783,65.78169089694316
236203,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.10940849809433062,1.031403479728145,0.0672664446805681
236203,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.10940849809433062,1.0234979760983578,19.01541779898058
236213,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio,a0_d,Convergence criteria reached,0.11318633873272987,1.0491543494835471,-97.8784557728796
236213,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio,a0_n,Convergence criteria reached,0.11318633873272987,1.0572542670849714,-86.99660987925824
236213,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio,a1,Convergence criteria reached,0.11318633873272987,1.078681066126543,0.20934926143930777
236213,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio,a3_intercept,Convergence criteria reached,0.11318633873272987,1.0280104669336818,-0.3889128353599676
236213,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio,a4,Convergence criteria reached,0.11318633873272987,1.0189196788638273,-71.1532889918627
236213,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio,a5,Convergence criteria reached,0.11318633873272987,1.0456728180683108,45.40941785396137
236213,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio,b,Convergence criteria reached,0.11318633873272987,1.0213758282130954,0.628164683755372
236213,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio,sd,Convergence criteria reached,0.11318633873272987,1.0119284778645112,14.667569570467563
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_d,Convergence criteria reached,0.07118882472017152,1.0278014896564185,-139.96167816923167
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_n,Convergence criteria reached,0.07118882472017152,1.0281510333717443,-139.66351887559267
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.07118882472017152,1.0264398178295917,0.24351781174465392
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.07118882472017152,1.016379777518643,0.2353018622990408
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.07118882472017152,1.0286499890867176,-0.30571639971501297
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.07118882472017152,1.012282546712182,-211.21883958319464
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.07118882472017152,1.0338508624199247,75.46938921279911
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.07118882472017152,1.0300719322380405,0.06230089578484599
236216,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.07118882472017152,1.011004632135456,7.70199368452351
237202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a0,Convergence criteria reached,0.10611079680800384,1.058219310816458,-338.0520773668543
237202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a1,Convergence criteria reached,0.10611079680800384,1.0511910209430515,0.5880961266458123
237202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a3_slope,Convergence criteria reached,0.10611079680800384,1.0228376979232428,-0.00120961478560181
237202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a4,Convergence criteria reached,0.10611079680800384,1.0207982554391046,-389.3581449628506
237202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a5,Convergence criteria reached,0.10611079680800384,1.0339873334940184,48.742034671051215
237202,streamflow_model_slope_shifted_CO2_seasonal_ratio,b,Convergence criteria reached,0.10611079680800384,1.0243474670834565,0.03603216923875824
237202,streamflow_model_slope_shifted_CO2_seasonal_ratio,sd,Convergence criteria reached,0.10611079680800384,1.0135751545737537,37.617809462971515
237205,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.09806008813720823,1.0913398125800802,-187.12401422166363
237205,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.09806008813720823,1.0657400877980463,0.3608289597376088
237205,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.09806008813720823,1.032086830885495,0.3393224479799932
237205,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.09806008813720823,1.0289002393845943,-0.20271020205426604
237205,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.09806008813720823,1.027460126292144,-227.07199949895377
237205,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.09806008813720823,1.0498256154699217,59.68116347921135
237205,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.09806008813720823,1.0435105089379288,0.02968364644048031
237205,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.09806008813720823,1.0162338459471252,18.50753407272772
237206,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.09465237258871162,1.0285834184519376,-279.8105018711265
237206,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.09465237258871162,1.0255476504007186,0.454167797283094
237206,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.09465237258871162,1.016145995483981,0.21057205897859
237206,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.09465237258871162,1.0208507251935484,-0.2008851538945824
237206,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.09465237258871162,1.0142817753783184,-295.0962154721452
237206,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.09465237258871162,1.0334341584391618,61.53858542511907
237206,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.09465237258871162,1.027063645984304,0.02787664071913519
237206,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.09465237258871162,1.0139717522152425,17.716508567291363
238204,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.08731464387803711,1.072091071765772,-162.2459505103869
238204,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.08731464387803711,1.072193183935291,0.2967456259245326
238204,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.08731464387803711,1.0386908723805874,0.2383996450091133
238204,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.08731464387803711,1.033289856008852,-0.4058304142580057
238204,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.08731464387803711,1.0245539575952043,-164.22602570075017
238204,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.08731464387803711,1.060730852389702,63.56201506729312
238204,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.08731464387803711,1.053380557622436,0.11077215232517491
238204,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.08731464387803711,1.0212352983026245,15.35593050663735
238208,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.11619372320152456,1.0531343490598015,-207.76999142181432
238208,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.11619372320152456,1.062901862772902,0.4302586242557419
238208,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.11619372320152456,1.0357441045342677,0.28363977294882026
238208,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.11619372320152456,1.0339051692692187,-0.6778660956890972
238208,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.11619372320152456,1.0288441414688922,-141.1364825118619
238208,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.11619372320152456,1.042861816197149,70.21486368565058
238208,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.11619372320152456,1.022274701879252,0.05938819331845189
238208,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.11619372320152456,1.0117048351379332,43.65002031200012
238229,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.09344479514054316,1.069762322168489,-235.71789679006056
238229,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.09344479514054316,1.057066216051073,0.4853585211866091
238229,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.09344479514054316,1.036339514701627,0.10374455872012978
238229,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.09344479514054316,1.033114106206204,-0.8132681076322106
238229,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.09344479514054316,1.02478841478675,-300.4429679901084
238229,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.09344479514054316,1.052351685996778,61.19166800920133
238229,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.09344479514054316,1.0337213597557804,0.03521225432866858
238229,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.09344479514054316,1.014414562509614,23.89129945008079
238230,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.0978777096236303,1.038845492310084,-198.2719392551199
238230,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.0978777096236303,1.0393974823660543,0.4201616191973864
238230,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.0978777096236303,1.0293998213485211,0.14055349009702334
238230,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.0978777096236303,1.031680351404603,-0.56813254683913506
238230,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.0978777096236303,1.0222425508601247,-267.95505017624873
238230,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.0978777096236303,1.0246182909298234,12.055711061920588
238230,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.0978777096236303,1.0359068161447442,0.04016288000795182
238230,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.0978777096236303,1.0118023342081732,19.923723227061817
238235,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.08843124702239158,1.0526990350385803,-219.4470335441879
238235,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.08843124702239158,1.0503444111438724,0.45948608676985553
238235,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.08843124702239158,1.0317780385030977,0.12233626564492717
238235,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,Convergence criteria reached,0.08843124702239158,1.0361191434849546,-8.606780602541228e-4
238235,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.08843124702239158,1.024677123843242,-259.0143414104215
238235,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.08843124702239158,1.037192162223114,2.156717573538716
238235,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.08843124702239158,1.03925143842818,0.03552536792815339
238235,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.08843124702239158,1.016315655542699,16.394311388590115
302200,streamflow_model_slope_shifted_CO2,a0,Convergence criteria reached,0.13365739637922824,1.0413189720164238,-389.7145022027696
302200,streamflow_model_slope_shifted_CO2,a1,Convergence criteria reached,0.13365739637922824,1.0338458728771982,0.950785255205126
302200,streamflow_model_slope_shifted_CO2,a3_slope,Convergence criteria reached,0.13365739637922824,1.0244856779253502,-0.00221813526644671
302200,streamflow_model_slope_shifted_CO2,a5,Convergence criteria reached,0.13365739637922824,1.0244080204432962,60.53345161991042
302200,streamflow_model_slope_shifted_CO2,b,Convergence criteria reached,0.13365739637922824,1.0113794571248695,0.44411786090293426
302200,streamflow_model_slope_shifted_CO2,sd,Convergence criteria reached,0.13365739637922824,1.011103366278878,62.18050633133665
303203,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.10526962243925676,1.0454428132116589,-311.1288750822488
303203,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.10526962243925676,1.0469454691181512,0.6810506790014121
303203,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.10526962243925676,1.0294942188847376,0.2046546075332294
